time,Interest Rate,Real Wages,Adjusted Reserves,PPIC,GDP,private_consumption,government_expenditure,government_revenue,private_non_residential_investment,gdp_deflator,Population,real_GDP,real_private_consumption,real_government_expenditure,real_government_revenue,real_private_non_residential_investment
1954Q3,1.03,3.7572854867779966,2.1030359905334652,3.4468078929142076,12.876452608736146,12.389655906041138,11.420239838011996,11.018153620276298,10.568209538078998,2.6081561982815664,5.092098530802047,5.176197879652532,4.689401176957524,3.7199851089283826,3.3178988911926837,2.8679548089953837
1954Q4,0.99,3.770182905177971,2.1236976329343733,3.4372078191851885,12.898554604879543,12.409393009336844,11.422519241094212,11.044216996641383,10.568492427149794,2.6108782893499365,5.096959768555684,5.190716546973923,4.701554951431223,3.7146811831885924,3.336378938735762,2.8606543692441724
1955Q1,1.34,3.7757220668636826,2.1209433051048485,3.4307561839036995,12.931379611771709,12.434792619657156,11.428118928260151,11.10911398885872,10.583549493547418,2.615569348308045,5.101109557257547,5.214700706206116,4.718113714091565,3.7114400226945596,3.3924350832931283,2.8668705879818264
1955Q2,1.5,3.785416154161966,2.123219164025724,3.4210000089583352,12.951650972878026,12.454751381200717,11.435320616634712,11.14988746250196,10.646923773389242,2.6196560503396147,5.105120891601779,5.226874030936632,4.729974439259324,3.7105436746933194,3.425110520560566,2.9221468314478476
1955Q3,1.94,3.8022527812816196,2.1186622548331173,3.4111477125153233,12.972054309129259,12.470937626751333,11.452102698524444,11.17910171800194,10.710543607203856,2.626623202406481,5.109647703093903,5.235783403628875,4.734666721250949,3.715831793024059,3.442830812501555,2.9742727017034722
1955Q4,2.36,3.808261211134017,2.1197434009532037,3.3945083935113587,12.987898978235961,12.486121912092065,11.443907593170772,11.207812350788767,10.759709757944163,2.6364825892427897,5.114508704561069,5.236907684432103,4.735130618288207,3.6929162993669133,3.45682105698491,3.0087184641403053
1956Q1,2.48,3.8235851569662276,2.1248928045837534,3.391147045808654,12.993952566481118,12.491837882025175,11.460030889215703,11.221984755590194,10.774194972788317,2.6464584450955693,5.118646294115045,5.228847827270504,4.7267331428145605,3.6949261500050894,3.4568800163795785,3.009090233577703
1956Q2,2.69,3.836113411327796,2.131322163556825,3.417726683613366,13.008096652275507,12.501849367727425,11.49523999491418,11.238975342904563,10.800819700808985,2.6523260523298484,5.122701277769085,5.233069322176573,4.726822037628492,3.7202126648152465,3.4639480128056293,3.025792370710052
1956Q3,2.81,3.841063916487652,2.12846977274719,3.427514689979529,13.019646032158535,12.513833042564263,11.495565651573175,11.234520229298656,10.834588076063763,2.664794692431253,5.127368890394846,5.227482449332436,4.721669459738163,3.703402068747076,3.4423566464725583,3.042424493237664
1956Q4,2.93,3.8493174700120214,2.1361762546601404,3.4436180975461075,13.039987784001044,12.53337799432657,11.526285816672065,11.266743557029443,10.847607436328959,2.6688241546013733,5.132357228761281,5.238806400638389,4.732196610963916,3.725104433309411,3.4655621736667883,3.046426052966305
1957Q1,2.93,3.855262159606382,2.1346397021445984,3.4372078191851885,13.060017650335594,12.54926865541146,11.564967478997264,11.297005758745339,10.867901559592012,2.682458851435301,5.136809690267209,5.240749108633084,4.73000011370895,3.7456989372947533,3.477737217042828,3.048633017889501
1957Q2,3.0,3.8567639631101214,2.135467369942364,3.4339872044851463,13.064787229266733,12.557349043507108,11.569702695057769,11.271821588279026,10.8712315659992,2.6894108968832717,5.140897181040645,5.234479151342816,4.727040965583191,3.739394617133853,3.441513510355109,3.040923488075282
1957Q3,3.23,3.8610454506632785,2.135467369942364,3.456316680883235,13.080478318030808,12.57331654081814,11.584362014908077,11.274427130021385,10.897960801463093,2.6953701479448355,5.145387607759933,5.23972056232604,4.732558785113372,3.743604259203308,3.433669374316615,3.0572030457583232
1957Q4,3.25,3.869532953807194,2.133100785001583,3.4404180948154366,13.070783726231113,12.578904363023636,11.608799122354876,11.217641235878336,10.882076798604507,2.696045093974778,5.149915961256785,5.22482267099955,4.732943307792072,3.762838067123312,3.3716801806467727,3.0361157433729438
1958Q1,1.86,3.8577779905757503,2.1469833608994726,3.462606009790799,13.055240185548028,12.577249920469015,11.606807352523354,11.163297064299462,10.807077975832051,2.7068494805256913,5.153661468282568,5.19472923673977,4.716738971660755,3.7462964037150943,3.302786115491202,2.9465670270237916
1958Q2,0.94,3.8600136652673145,2.1757739261276585,3.4688560301359703,13.064687653311914,12.587309949674365,11.640650030560964,11.139075296231315,10.775429243836092,2.7097154804212713,5.157496613830991,5.197475559059651,4.720097855422103,3.773437936308702,3.2718632019790532,2.9082171495838294
1958Q3,1.32,3.883520644955434,2.184814557259538,3.462606009790799,13.093636688860133,12.604489640607236,11.653495776179417,11.185462522506603,10.767115631826977,2.715819938366571,5.16182731569329,5.2159894348002735,4.726842386547375,3.7758485221195572,3.3078152684467423,2.8894683777671166
1958Q4,2.16,3.8865615973902723,2.18233652039787,3.462606009790799,13.121472981119183,12.617596031822302,11.678372104539338,11.24688746057632,10.806328236685879,2.720571481655882,5.166430335505379,5.234471163957921,4.73059421466104,3.791370287378077,3.359885643415058,2.9193264195246176
1959Q1,2.57,3.8946123151683523,2.1968911884349818,3.449987545831587,13.142812854271739,12.642548575622458,11.671594493098954,11.275961855055156,10.838443009639438,2.7228731299938485,5.170739644175308,5.2492000801025815,4.748935801453301,3.777981718929798,3.3823490808859993,2.944830235470282
1959Q2,3.08,3.9013866393065872,2.203206649013767,3.449987545831587,13.166673042923334,12.661929808698368,11.682963554597332,11.33148751767839,10.873034650710714,2.724448346911846,5.174606169010946,5.267618527000541,4.762875292775575,3.78390903867454,3.4324330017555975,2.973980134787922
1959Q3,3.58,3.9020130727988276,2.2003308589552892,3.4307561839036995,13.171218301381561,12.67833933711754,11.691004702506051,11.32246689227337,10.904505387765616,2.72831024010957,5.178863560932519,5.264044500339472,4.771165536075452,3.783830901463962,3.4152930912312818,2.9973315867235266
1959Q4,3.99,3.9054413940625916,2.2040898462449463,3.417726683613366,13.177987281152326,12.684918318438324,11.6835792168965,11.319049411336588,10.904082667462314,2.7322223530731953,5.183288035963271,5.26247689211586,4.769407929401858,3.7680688278600347,3.4035390223001207,2.9885722784258473
1960Q1,3.93,3.925728652484258,2.19789102187938,3.417726683613366,13.204216138250489,12.695768601871599,11.669510322638445,11.409862308361086,10.938840501565046,2.7361840403459814,5.189166342648892,5.278865755255615,4.770418218876725,3.744159939643571,3.484511925366212,3.0134901185701732
1960Q2,3.7,3.926182287986056,2.1971134600518116,3.4242626545931514,13.20132242120313,12.713516557749754,11.681655068244716,11.387124118407616,10.954099365149055,2.738708722056003,5.19518215085041,5.267431548296718,4.779625684843341,3.747764195338303,3.4532332455012034,3.020208492242642
1960Q3,2.94,3.931492243823088,2.218007116518748,3.40452517175483,13.209648716862814,12.713269693972148,11.715204865771796,11.393251893376416,10.93604906607567,2.7421295147550726,5.200158633465395,5.267360568642347,4.770981545751679,3.7729167175513276,3.4509637451559487,2.9937609178552016
1960Q4,2.3,3.929214383240723,2.2341991801275807,3.407841924380824,13.199689166826527,12.718968125664723,11.730694599946982,11.364854598895825,10.93099760371109,2.7450890485371966,5.204111077232349,5.250489041056982,4.769767999895177,3.7814944741774377,3.4156544731262795,2.9817974779415435
1961Q1,2.0,3.936032457888498,2.24865675096849,3.414442608412176,13.20857410062292,12.720451947495462,11.745765849663302,11.35679783225875,10.9153066222346,2.747270914255491,5.207484150170748,5.253819036196681,4.765696883069223,3.7910107852370625,3.40204276783251,2.960551557808359
1961Q2,1.73,3.9503009666381237,2.253184742698919,3.3978584803966405,13.227704892881652,12.735096669331137,11.753940368103402,11.364761826987094,10.93663644805993,2.7495759479307083,5.21132598935841,5.266802955592535,4.774194732042019,3.7930384308142835,3.4038598896979746,2.9757345107708133
1961Q3,1.68,3.9538748694507064,2.263636342855471,3.407841924380824,13.249284973373198,12.743536305395663,11.774989684428718,11.404627305325059,10.945723474426929,2.752130880337385,5.215495383597843,5.28165870943797,4.775910041460435,3.8073634204934894,3.4370010413898315,2.978097210491702
1961Q4,2.4,3.959765001413567,2.2828924596483096,3.414442608412176,13.27183799863328,12.764524899679762,11.801976599828247,11.448546931034022,10.97632038821675,2.7552518025865043,5.219782687893609,5.296803508153166,4.789490409199648,3.826942109348134,3.4735124405539093,3.0012858977366372
1962Q1,2.46,3.971687166149456,2.288486168614544,3.417726683613366,13.294656483627183,12.779371534259596,11.828516921869184,11.460009802623613,10.996350009223631,2.7603896147827833,5.223340555524651,5.310926313319749,4.795641363952162,3.8447867515617493,3.476279632316179,3.012619838916197
1962Q2,2.61,3.974678504792488,2.3006832857044492,3.4011973816621555,13.30529474822391,12.795130724065555,11.838091165793664,11.473175811952919,11.024448244868,2.7620332083002648,5.226837476421015,5.3164240635026285,4.806260039344274,3.849220481072383,3.484305127231638,3.035577560146719
1962Q3,2.85,3.9788588856144007,2.308368337749773,3.4210000089583352,13.319617880684637,12.805823563577064,11.863948466732673,11.50953973986602,11.036517370851499,2.764115425035159,5.230712816610869,5.324789639038609,4.810995321931036,3.869120225086644,3.5147114982199916,3.04168912920547
1962Q4,2.92,3.985422154997914,2.324150870908606,3.427514689979529,13.324944973205643,12.822927161540587,11.874522276621732,11.512585407157124,11.031966039560452,2.766193315150921,5.234738384905166,5.324013273149557,4.8219954614845015,3.873590576565646,3.5116537071010376,3.0310343395043646
